gene_id	log2FC_RNA	lfcSE_RNA	pvalue_RNA	padj_RNA	baseMean_counts_RNA	log2FC_basis_RNA	TPM_RNA_NitrogenPlus	TPM_RNA_NitrogenMinus	RPKM_RNA_NitrogenPlus	RPKM_RNA_NitrogenMinus	FPKM_RNA_NitrogenPlus	FPKM_RNA_NitrogenMinus
MM_RS01945	0.31604188163269	0.666800125452917	0.635522769717582	NA	31.1719104970894	raw_counts / DESeq2 median-of-ratios	0.244	0.3	51.98	63.121	51.98	63.121
MM_RS16955	0.31406782477052	0.738494676408185	0.670631773164174	NA	22.8652442750951	raw_counts / DESeq2 median-of-ratios	0.198	0.225	42.346	48.02	42.346	48.02
MM_RS02185	-0.314035839015192	0.98734067287493	0.75043768486026	NA	11.1438561135777	raw_counts / DESeq2 median-of-ratios	0.36	0.277	77.232	58.419	77.232	58.419
MM_RS12205	0.307136673339181	0.918061165686685	0.73796513433331	NA	12.6081100693257	raw_counts / DESeq2 median-of-ratios	0.108	0.13	22.9	27.434	22.9	27.434
MM_RS01190	-0.306457424477614	0.92052592020827	0.739198005357118	NA	14.3533184935144	raw_counts / DESeq2 median-of-ratios	0.03	0.024	6.253	5.091	6.253	5.091
MM_RS18930	-0.305910377409866	1.55707090852869	0.844246002904475	NA	5.24184827500306	raw_counts / DESeq2 median-of-ratios	0.441	0.291	96.142	63.683	96.142	63.683
MM_RS18575	0.305251928724995	1.65664701649901	0.853810368238562	NA	3.22280230709424	raw_counts / DESeq2 median-of-ratios	0.203	0.235	43.467	49.85	43.467	49.85
MM_RS06380	-0.303468280728744	1.22929961300566	0.805014446884625	NA	8.54657936725137	raw_counts / DESeq2 median-of-ratios	0.048	0.041	10.075	8.527	10.075	8.527
MM_RS02500	0.303007344940903	1.04233653256737	0.77128068726699	NA	12.5485520596252	raw_counts / DESeq2 median-of-ratios	0.068	0.086	14.557	17.838	14.557	17.838
MM_RS08655	0.302437363319365	1.60154814382284	0.850217725171846	NA	4.28338858011154	raw_counts / DESeq2 median-of-ratios	0.011	0.013	2.297	2.638	2.297	2.638
MM_RS16245	-0.300469594877893	0.814876348243422	0.712328766609839	NA	17.2620154051459	raw_counts / DESeq2 median-of-ratios	0.053	0.039	11.134	8.329	11.134	8.329
MM_RS16045	0.298305908458419	1.0113856044966	0.768033794347373	NA	9.72618733583948	raw_counts / DESeq2 median-of-ratios	0.045	0.05	9.472	10.799	9.472	10.799
MM_RS14550	0.292129373311399	0.657431229523481	0.656789769735011	NA	29.2530793485896	raw_counts / DESeq2 median-of-ratios	0.034	0.039	7.306	8.314	7.306	8.314
MM_RS09920	-0.291308012607697	0.971102642765273	0.764195048951282	NA	27.5130035143003	raw_counts / DESeq2 median-of-ratios	0.205	0.13	42.844	29.26	42.844	29.26
MM_RS19630	0.291299220621841	1.36426352585875	0.830920434884002	NA	5.72412031963545	raw_counts / DESeq2 median-of-ratios	0.039	0.043	8.367	9.112	8.367	9.112
MM_RS02685	-0.290973728667495	0.788235690556583	0.712019209339948	NA	18.1267423419716	raw_counts / DESeq2 median-of-ratios	0.168	0.13	35.878	27.651	35.878	27.651
MM_RS16880	0.29021273127673	0.764168405088852	0.704111785562678	NA	25.5318746418547	raw_counts / DESeq2 median-of-ratios	0.064	0.068	13.763	14.631	13.763	14.631
MM_RS08320	0.28835091547242	0.976916832749803	0.767868417212715	NA	12.566607326845	raw_counts / DESeq2 median-of-ratios	0.022	0.024	4.681	5.105	4.681	5.105
MM_RS04300	0.287999583506595	0.995633212757923	0.772380329115993	NA	11.5077986489714	raw_counts / DESeq2 median-of-ratios	0.061	0.062	13.047	13.721	13.047	13.721
MM_RS02875	0.285331616787737	1.23739080452	0.817632287795835	NA	7.16485205915935	raw_counts / DESeq2 median-of-ratios	0.24	0.252	51.96	54.669	51.96	54.669
MM_RS13540	0.285265809226396	0.66112273379386	0.666114364456044	NA	29.3275966896608	raw_counts / DESeq2 median-of-ratios	0.024	0.027	5.112	5.815	5.112	5.815
MM_RS08950	0.283559061823029	1.17794731933609	0.809769779233011	NA	9.68468459335876	raw_counts / DESeq2 median-of-ratios	0.075	0.075	16.288	16.406	16.288	16.406
MM_RS17805	-0.282905447866813	0.980830978631722	0.773014197284756	NA	11.000613471305	raw_counts / DESeq2 median-of-ratios	0.023	0.017	4.794	3.655	4.794	3.655
MM_RS02600	0.28039757478581	0.871577597150492	0.747670362047727	NA	20.3034606178394	raw_counts / DESeq2 median-of-ratios	0.689	0.676	145.764	150.175	145.764	150.175
MM_RS14475	0.279182263637345	1.08700814892549	0.7973057766645	NA	17.2618376313482	raw_counts / DESeq2 median-of-ratios	0.055	0.063	12.045	13.309	12.045	13.309
MM_RS08495	0.278124338178399	1.02880656478	0.786901109038718	NA	15.4815446589216	raw_counts / DESeq2 median-of-ratios	0.039	0.042	8.464	8.947	8.464	8.947
MM_RS14100	-0.275840701624073	0.975877004376417	0.777438025587376	NA	18.5166942930738	raw_counts / DESeq2 median-of-ratios	0.104	0.077	21.565	16.783	21.565	16.783
MM_RS06230	-0.273922610498127	1.29978132460579	0.833086140953236	NA	7.04066664295066	raw_counts / DESeq2 median-of-ratios	0.059	0.044	12.251	9.521	12.251	9.521
MM_RS05300	0.272976730753316	0.704060091154873	0.698224775428592	NA	24.658270603173	raw_counts / DESeq2 median-of-ratios	0.069	0.079	14.668	16.661	14.668	16.661
MM_RS06530	0.272795348609759	0.707784304906754	0.699925093034229	NA	28.9394223337024	raw_counts / DESeq2 median-of-ratios	0.076	0.084	16.277	17.952	16.277	17.952
MM_RS14995	-0.272731004670276	0.787648971572614	0.729147639890169	NA	23.7289032211177	raw_counts / DESeq2 median-of-ratios	0.079	0.066	17.004	13.787	17.004	13.787
MM_RS15160	0.27269891817558	0.744574364505294	0.714179981382412	NA	22.0801983999784	raw_counts / DESeq2 median-of-ratios	0.094	0.104	20.119	22.261	20.119	22.261
MM_RS18925	0.269842451893802	1.18997910414237	0.820608545480737	NA	7.6402662379775	raw_counts / DESeq2 median-of-ratios	0.489	0.509	102.659	111.446	102.659	111.446
MM_RS12075	-0.267755357580236	0.792704019942509	0.7355329816604	NA	18.7379985928424	raw_counts / DESeq2 median-of-ratios	0.33	0.241	70.179	52.365	70.179	52.365
MM_RS13655	0.266647179106473	0.721098399201763	0.711547024863452	NA	23.3330996927626	raw_counts / DESeq2 median-of-ratios	0.013	0.015	2.79	3.199	2.79	3.199
MM_RS19120	0.265524734415846	1.47785015447675	0.857411966925815	NA	10.5507298708899	raw_counts / DESeq2 median-of-ratios	0.973	0.798	212.697	182.229	212.697	182.229
MM_RS11630	0.265279640364835	0.968101360256102	0.784068850554698	NA	11.9606838614054	raw_counts / DESeq2 median-of-ratios	0.026	0.026	5.508	5.775	5.508	5.775
MM_RS01500	0.265259094333635	0.72174917737564	0.713229278403927	NA	23.3313220976188	raw_counts / DESeq2 median-of-ratios	0.074	0.087	15.784	18.325	15.784	18.325
MM_RS05295	-0.265149356803895	1.43645679388637	0.853554017153885	NA	8.81695604451414	raw_counts / DESeq2 median-of-ratios	0.046	0.037	9.381	7.944	9.381	7.944
MM_RS08915	-0.26280435985995	0.723018845728967	0.716244832150741	NA	27.4782004467032	raw_counts / DESeq2 median-of-ratios	0.092	0.067	19.37	14.5	19.37	14.5
MM_RS14775	0.26230048370083	1.14412950115364	0.818668638112792	NA	8.01863410934034	raw_counts / DESeq2 median-of-ratios	0.152	0.16	32.083	34.863	32.083	34.863
MM_RS15655	0.260686015818667	0.877179774596118	0.766324102967463	NA	14.5180046933597	raw_counts / DESeq2 median-of-ratios	0.033	0.034	6.988	7.433	6.988	7.433
MM_RS18715	0.260564809955254	0.812340325226092	0.74839364828268	NA	20.7938341280282	raw_counts / DESeq2 median-of-ratios	0.038	0.039	8.125	8.628	8.125	8.628
MM_RS15400	0.25997592900182	0.845416249133682	0.758453431851435	NA	21.5704621557273	raw_counts / DESeq2 median-of-ratios	0.072	0.089	15.098	18.503	15.098	18.503
MM_RS16660	-0.257424146213693	1.6266507060366	0.874256573857939	NA	3.94143230669613	raw_counts / DESeq2 median-of-ratios	0.006	0.005	1.316	1.067	1.316	1.067
MM_RS09340	0.256523532695013	0.971939964586771	0.791834319909973	NA	15.0326847650764	raw_counts / DESeq2 median-of-ratios	0.042	0.044	8.703	9.589	8.703	9.589
MM_RS00150	-0.255816269634611	1.38279051541852	0.853229021799903	NA	5.18808230517223	raw_counts / DESeq2 median-of-ratios	0.053	0.042	11.418	9.025	11.418	9.025
MM_RS17590	-0.254683843550306	0.78640537533962	0.746045377699115	NA	18.3208240830194	raw_counts / DESeq2 median-of-ratios	0.016	0.013	3.417	2.71	3.417	2.71
MM_RS05555	-0.254433750392681	1.8669088497883	0.891595101701623	NA	3.1141936676252	raw_counts / DESeq2 median-of-ratios	0.113	0.1	23.383	20.83	23.383	20.83
MM_RS10495	-0.254433750392681	1.8669088497883	0.891595101701623	NA	3.1141936676252	raw_counts / DESeq2 median-of-ratios	0.02	0.017	4.07	3.626	4.07	3.626
MM_RS01755	-0.253556618741629	1.0418411469085	0.807716001999401	NA	9.66093161009951	raw_counts / DESeq2 median-of-ratios	0.059	0.049	12.388	10.216	12.388	10.216
MM_RS12170	-0.25265454278017	0.851496019847876	0.766681502651367	NA	14.7762741693443	raw_counts / DESeq2 median-of-ratios	0.038	0.029	8.119	6.294	8.119	6.294
MM_RS13630	0.25164166602503	0.7390858860151	0.733497421289865	NA	23.4071577793954	raw_counts / DESeq2 median-of-ratios	0.072	0.076	15.204	16.469	15.204	16.469
MM_RS16635	-0.251594247825421	0.900504441273929	0.779943574408852	NA	13.4568844249408	raw_counts / DESeq2 median-of-ratios	0.033	0.025	7.009	5.391	7.009	5.391
MM_RS14665	0.250678406392588	0.793805141449015	0.752159345374675	NA	21.9240642111238	raw_counts / DESeq2 median-of-ratios	0.089	0.107	18.913	22.228	18.913	22.228
MM_RS01725	-0.250170464488404	1.61630303015363	0.876995206895446	NA	3.96396127308026	raw_counts / DESeq2 median-of-ratios	0.212	0.175	44.026	37.019	44.026	37.019
MM_RS03755	0.247203003804247	0.691284898190773	0.720643193454431	NA	27.762826850996	raw_counts / DESeq2 median-of-ratios	0.25	0.259	53.204	56.123	53.204	56.123
MM_RS16370	0.246069128853607	0.768097475043046	0.748694041289724	NA	25.9596050803567	raw_counts / DESeq2 median-of-ratios	0.02	0.024	4.218	4.978	4.218	4.978
MM_RS03855	0.241804402368229	0.974700063644056	0.804071866271564	NA	10.9728373343156	raw_counts / DESeq2 median-of-ratios	0.214	0.223	45.415	48.363	45.415	48.363
MM_RS18890	-0.24100957815098	1.77137818712677	0.891775695482267	NA	5.14881641227367	raw_counts / DESeq2 median-of-ratios	0.488	0.362	107.141	77.336	107.141	77.336
MM_RS08745	0.240702578424341	0.70589977238516	0.733113440125763	NA	23.4781199301791	raw_counts / DESeq2 median-of-ratios	0.039	0.043	8.29	9.212	8.29	9.212
MM_RS08660	0.236288105249675	0.779464276952545	0.761781896619748	NA	21.7560666267476	raw_counts / DESeq2 median-of-ratios	0.081	0.091	17.102	19.452	17.102	19.452
MM_RS06680	0.236231462281412	0.909611090879826	0.795090560424018	NA	14.2476280160969	raw_counts / DESeq2 median-of-ratios	0.049	0.052	10.55	11.176	10.55	11.176
MM_RS03220	-0.232986324093195	0.74639605899829	0.754927756632479	NA	26.71050894347	raw_counts / DESeq2 median-of-ratios	0.097	0.07	20.531	15.331	20.531	15.331
MM_RS19405	0.231121458658974	0.908104580793105	0.799101782130241	NA	20.1167685731488	raw_counts / DESeq2 median-of-ratios	2.684	2.807	581.894	600.429	581.894	600.429
MM_RS05695	-0.229213801097749	1.85962473061469	0.901902723339202	NA	3.50929846550247	raw_counts / DESeq2 median-of-ratios	0.037	0.036	7.787	7.229	7.787	7.229
MM_RS00905	0.227234516958943	0.807346103509376	0.778358665193313	NA	20.1578120611911	raw_counts / DESeq2 median-of-ratios	0.036	0.037	7.637	7.948	7.637	7.948
MM_RS02825	-0.225765668121497	0.663671869954259	0.733723507356465	NA	31.5061825547855	raw_counts / DESeq2 median-of-ratios	0.059	0.047	12.428	9.997	12.428	9.997
MM_RS12180	0.225526018543187	0.946548403898783	0.811678299759489	NA	15.1971380330278	raw_counts / DESeq2 median-of-ratios	0.039	0.047	8.147	9.849	8.147	9.849
MM_RS11505	-0.22350807719332	0.750274892237903	0.765778280624258	NA	20.7233290668244	raw_counts / DESeq2 median-of-ratios	0.051	0.042	10.879	8.914	10.879	8.914
MM_RS14915	0.219347869102815	0.651679423600801	0.736427046213877	NA	31.3153947802601	raw_counts / DESeq2 median-of-ratios	0.127	0.136	27.118	28.982	27.118	28.982
MM_RS10780	0.217807327708806	0.795969076357357	0.784362884773453	NA	17.7707365370581	raw_counts / DESeq2 median-of-ratios	0.122	0.137	25.987	29.055	25.987	29.055
MM_RS14250	-0.216774084463067	0.913378464147946	0.812399114058359	NA	14.6629501898129	raw_counts / DESeq2 median-of-ratios	0.086	0.075	18.39	15.531	18.39	15.531
MM_RS17210	-0.215311548919655	0.942964126354747	0.819385952984736	NA	14.8953793148825	raw_counts / DESeq2 median-of-ratios	0.11	0.076	23.361	16.953	23.361	16.953
MM_RS13020	-0.215153445438117	0.707443281252142	0.761030230055591	NA	30.9453061482514	raw_counts / DESeq2 median-of-ratios	0.07	0.055	14.772	11.787	14.772	11.787
MM_RS15625	0.214712084604397	1.22168951743641	0.860490254603131	NA	6.6298907445035	raw_counts / DESeq2 median-of-ratios	0.255	0.277	54.837	58.68	54.837	58.68
MM_RS15555	-0.211644419164314	1.40661942151805	0.880399204850392	NA	6.41444018684636	raw_counts / DESeq2 median-of-ratios	0.012	0.01	2.517	2.06	2.517	2.06
MM_RS06935	0.210685607941368	0.681743679279112	0.757291611298436	NA	30.7063753789715	raw_counts / DESeq2 median-of-ratios	0.034	0.039	7.359	8.234	7.359	8.234
MM_RS13810	0.210056267916747	0.766230382953232	0.783975159121165	NA	19.2484973198984	raw_counts / DESeq2 median-of-ratios	0.049	0.052	10.504	11.177	10.504	11.177
MM_RS07800	0.208031898204172	1.26480065540303	0.869354854377408	NA	7.3901816775167	raw_counts / DESeq2 median-of-ratios	0.036	0.033	7.564	7.375	7.564	7.375
MM_RS13675	-0.207563110593837	0.650981829209903	0.749843109976501	NA	29.5045635348646	raw_counts / DESeq2 median-of-ratios	0.071	0.057	15.192	12.273	15.192	12.273
MM_RS19450	-0.20549506558909	0.823095392800281	0.802849288890475	NA	19.7227491840831	raw_counts / DESeq2 median-of-ratios	2.739	2.384	585.834	497.199	585.834	497.199
MM_RS08345	-0.203088174778049	0.886660307832569	0.818831254370969	NA	13.61170027309	raw_counts / DESeq2 median-of-ratios	0.061	0.048	13.067	10.282	13.067	10.282
MM_RS11910	-0.202848206834126	1.02390987166555	0.842957914343467	NA	9.77825916049397	raw_counts / DESeq2 median-of-ratios	0.011	0.008	2.288	1.806	2.288	1.806
MM_RS13905	-0.201862174603652	2.35781663560919	0.931773248312031	NA	3.39551523153271	raw_counts / DESeq2 median-of-ratios	0.005	0.005	1.189	0.979	1.189	0.979
MM_RS01310	-0.200736551060588	0.819276968153261	0.806443489396274	NA	16.19849138721	raw_counts / DESeq2 median-of-ratios	0.054	0.043	11.509	9.245	11.509	9.245
MM_RS08560	0.200137758813334	0.737560604028796	0.786121135676707	NA	21.8595841216834	raw_counts / DESeq2 median-of-ratios	1.045	1.081	223.214	232.317	223.214	232.317
MM_RS10085	-0.19236928286697	0.887922984196601	0.828480442246188	NA	15.7121323217471	raw_counts / DESeq2 median-of-ratios	0.035	0.027	7.483	5.895	7.483	5.895
MM_RS16425	0.191127752696563	0.873141601445386	0.826730572908424	NA	16.1024492034575	raw_counts / DESeq2 median-of-ratios	0.027	0.03	5.68	6.294	5.68	6.294
MM_RS16730	0.189634608687374	1.16633911191334	0.870841576690176	NA	7.82455236829253	raw_counts / DESeq2 median-of-ratios	0.06	0.059	12.657	12.94	12.657	12.94
MM_RS04835	-0.186466253528642	0.748657782208944	0.803308639552274	NA	22.8290830270499	raw_counts / DESeq2 median-of-ratios	0.022	0.017	4.781	3.722	4.781	3.722
MM_RS04670	0.185180394947367	0.692970866492774	0.789294534125818	NA	26.1954312047832	raw_counts / DESeq2 median-of-ratios	0.047	0.052	10.017	10.979	10.017	10.979
MM_RS19575	0.184969832739279	0.691438787090919	0.78907312793359	NA	26.1168994189861	raw_counts / DESeq2 median-of-ratios	0.257	0.278	54.779	58.756	54.779	58.756
MM_RS17055	0.183984122995416	0.863952194092229	0.831360993848503	NA	15.0008194423978	raw_counts / DESeq2 median-of-ratios	0.092	0.102	19.39	21.47	19.39	21.47
MM_RS19635	0.183984122995416	0.863952194092229	0.831360993848503	NA	15.0008194423978	raw_counts / DESeq2 median-of-ratios	2.556	2.837	540.526	598.507	540.526	598.507
MM_RS06030	0.182904006287872	0.771268707781868	0.812542805663377	NA	25.4792796956615	raw_counts / DESeq2 median-of-ratios	0.153	0.154	32.225	33.465	32.225	33.465
MM_RS14030	0.182824080268557	0.670409586375284	0.785079951889697	NA	28.8272693778086	raw_counts / DESeq2 median-of-ratios	0.073	0.081	15.509	17.014	15.509	17.014
MM_RS07200	0.175734222905549	0.898767702533054	0.844979644619043	NA	17.5179558725767	raw_counts / DESeq2 median-of-ratios	0.044	0.04	9.439	8.888	9.439	8.888
MM_RS16815	-0.173532151267588	0.933021813984867	0.852453087406015	NA	15.1211573138154	raw_counts / DESeq2 median-of-ratios	0.052	0.042	11.253	8.909	11.253	8.909
MM_RS03555	0.172507394717197	0.702022317626648	0.805891853300073	NA	25.0540762963867	raw_counts / DESeq2 median-of-ratios	0.083	0.085	17.696	18.246	17.696	18.246
MM_RS18095	0.171805942329075	0.939829741615686	0.854950719373378	NA	14.3203786358871	raw_counts / DESeq2 median-of-ratios	0.028	0.029	5.82	6.139	5.82	6.139
MM_RS19445	-0.171771714323301	1.09702156592564	0.875575810083006	NA	8.42361796791781	raw_counts / DESeq2 median-of-ratios	1.054	0.833	222.885	180.543	222.885	180.543
MM_RS18735	0.171721285013403	0.945333443718727	0.855856191001294	NA	11.6082310819209	raw_counts / DESeq2 median-of-ratios	0.119	0.126	25.403	26.733	25.403	26.733
MM_RS01540	-0.170600185236164	0.868140236363827	0.844209250825138	NA	15.7125915761855	raw_counts / DESeq2 median-of-ratios	0.162	0.139	34.089	29.537	34.089	29.537
MM_RS02905	-0.170244148074344	0.931044300348315	0.854913441985038	NA	12.6354269518767	raw_counts / DESeq2 median-of-ratios	0.093	0.074	19.676	15.938	19.676	15.938
MM_RS17415	0.166182590654568	0.803157595105409	0.83607892857043	NA	20.9643102028845	raw_counts / DESeq2 median-of-ratios	0.143	0.134	30.411	29.347	30.411	29.347
MM_RS18550	-0.162562618259679	1.61258922023504	0.919702519633348	NA	4.55268855756694	raw_counts / DESeq2 median-of-ratios	0.304	0.2	64.978	45.775	64.978	45.775
MM_RS16325	0.162538660082325	1.02326990961098	0.873793033417742	NA	9.78913147103412	raw_counts / DESeq2 median-of-ratios	0.046	0.05	9.728	10.422	9.728	10.422
MM_RS14780	0.162484333678065	0.802496586976481	0.839546533390496	NA	20.01664807757	raw_counts / DESeq2 median-of-ratios	0.069	0.078	14.637	16.371	14.637	16.371
MM_RS08815	0.162300584066689	0.910683231886849	0.858551394761595	NA	12.4227472392033	raw_counts / DESeq2 median-of-ratios	0.07	0.074	14.951	15.705	14.951	15.705
MM_RS16685	-0.157332304547137	0.785891588221259	0.841327343005958	NA	23.0249423632415	raw_counts / DESeq2 median-of-ratios	0.052	0.039	11.088	8.647	11.088	8.647
MM_RS11610	-0.156376719100676	1.10647639692168	0.887610386110415	NA	9.23813412520023	raw_counts / DESeq2 median-of-ratios	0.034	0.027	7.197	5.918	7.197	5.918
MM_RS07320	-0.156185248397864	0.820504488836301	0.849032756440087	NA	20.0187398897164	raw_counts / DESeq2 median-of-ratios	0.124	0.093	26.475	20.388	26.475	20.388
MM_RS00545	-0.155045466584282	0.981717288728629	0.874509666363016	NA	12.2349893685681	raw_counts / DESeq2 median-of-ratios	0.099	0.091	21.224	18.852	21.224	18.852
MM_RS09220	-0.154392165774971	1.48086263592751	0.916964398860355	NA	7.09665858850083	raw_counts / DESeq2 median-of-ratios	0.008	0.007	1.695	1.442	1.695	1.442
MM_RS17295	0.154213287837923	0.706943763353169	0.827319398231294	NA	31.5983357483808	raw_counts / DESeq2 median-of-ratios	0.061	0.067	13.174	14.034	13.174	14.034
MM_RS10605	0.153920914165848	1.78940833892033	0.931452291505298	NA	3.011983639532	raw_counts / DESeq2 median-of-ratios	0.033	0.031	6.969	6.855	6.969	6.855
MM_RS18620	-0.152908095244235	1.26703462956774	0.90394302792709	NA	6.34393729050109	raw_counts / DESeq2 median-of-ratios	0.046	0.042	9.882	8.765	9.882	8.765
MM_RS15310	0.149987013457703	0.864011331177904	0.862184701981049	NA	15.1308803484436	raw_counts / DESeq2 median-of-ratios	0.068	0.069	14.325	14.788	14.325	14.788
MM_RS01765	0.147325959778628	0.928571456679116	0.873937761916649	NA	16.3445157483293	raw_counts / DESeq2 median-of-ratios	0.061	0.064	12.64	13.633	12.64	13.633
MM_RS15000	-0.146849903085068	1.10001553071641	0.893799524484754	NA	10.3484719233224	raw_counts / DESeq2 median-of-ratios	0.059	0.045	12.815	9.804	12.815	9.804
MM_RS17890	0.145713852529702	1.52495197774232	0.923875534363672	NA	9.38599778370501	raw_counts / DESeq2 median-of-ratios	0.028	0.028	6.09	5.968	6.09	5.968
MM_RS15595	0.143490591116347	0.745295999336735	0.847328382000161	NA	22.2466709039716	raw_counts / DESeq2 median-of-ratios	0.106	0.103	22.592	22.263	22.592	22.263
MM_RS05885	-0.143248014138354	0.754409196475661	0.849402338295662	NA	26.4664340364192	raw_counts / DESeq2 median-of-ratios	0.373	0.333	78.278	70.322	78.278	70.322
